"match.id","strat","t","i","p","l","u"
274562008,"the.undercutter",10,1,0.41,0.5,0.205
274562008,"the.undercutter",10,2,0.41,0.5,0.205
274562008,"the.undercutter",11,1,0.4,0.5,0.2
274562008,"the.undercutter",11,2,0.4,0.5,0.2
274562008,"the.undercutter",12,1,0.39,0.5,0.195
274562008,"the.undercutter",12,2,0.39,0.5,0.195
274562008,"the.undercutter",13,1,0.38,0.5,0.19
274562008,"the.undercutter",13,2,0.38,0.5,0.19
274562008,"the.undercutter",14,1,0.37,0.5,0.185
274562008,"the.undercutter",14,2,0.37,0.5,0.185
274562008,"the.undercutter",15,1,0.36,0.5,0.18
274562008,"the.undercutter",15,2,0.36,0.5,0.18
274562008,"the.undercutter",16,1,0.35,0.5,0.175
274562008,"the.undercutter",16,2,0.35,0.5,0.175
274562008,"the.undercutter",17,1,0.34,0.5,0.17
274562008,"the.undercutter",17,2,0.34,0.5,0.17
274562008,"the.undercutter",18,1,0.33,0.5,0.165
274562008,"the.undercutter",18,2,0.33,0.5,0.165
274562008,"the.undercutter",19,1,0.32,0.5,0.16
274562008,"the.undercutter",19,2,0.32,0.5,0.16
274562008,"the.undercutter",20,1,0.31,0.5,0.155
274562008,"the.undercutter",20,2,0.31,0.5,0.155
857739615,"traveling.salesman",1,1,0.5,0,0.125
857739615,"traveling.salesman",1,2,0.5,0,0.125
857739615,"traveling.salesman",2,1,0.5,0,0.125
857739615,"traveling.salesman",2,2,0.5,0,0.125
857739615,"traveling.salesman",3,1,0.5,0,0.125
857739615,"traveling.salesman",3,2,0.5,0,0.125
857739615,"traveling.salesman",4,1,0.5,0,0.125
857739615,"traveling.salesman",4,2,0.5,0,0.125
298305280,"traveling.salesman",1,1,0.5,0,0.125
298305280,"the.undercutter",1,2,0.5,0.5,0.375
298305280,"traveling.salesman",2,1,0.5,0,0.1225
298305280,"the.undercutter",2,2,0.49,0.5,0.36995
298305280,"traveling.salesman",3,1,0.5,0,0.1225
298305280,"the.undercutter",3,2,0.49,0.5,0.36995
298305280,"traveling.salesman",4,1,0.5,0,0.1225
298305280,"the.undercutter",4,2,0.49,0.5,0.36995
1539873090,"the.undercutter",1,1,0.5,0.5,0.375
1539873090,"traveling.salesman",1,2,0.5,0,0.125
